순위,선수명,팀명,ERA,G,W,L,SV,HLD,WPCT,IP,H,HR,BB,HBP,SO,R,ER,WHIP,CG,SHO,QS,BSV,TBF,NP,AVG,2B,3B,SAC,SF,IBB,WP,BK
4,박건우,KT,2.70,6,0,0,0,0,-,6 2/3,4,1,4,0,9,2,2,1.20,0,0,0,0,28,117,0.167,0,0,0,0,0,0,0
5,패트릭,KT,3.12,15,3,3,0,2,0.500,60 2/3,63,2,21,2,45,26,21,1.38,0,0,2,0,267,992,0.259,10,2,1,0,0,5,0
6,문용익,KT,3.14,20,1,0,0,0,1.000,28 2/3,21,3,19,0,31,11,10,1.40,0,0,0,0,121,528,0.212,7,0,2,1,1,0,0
7,고영표,KT,3.30,29,11,8,0,0,0.579,161,170,10,30,15,154,70,59,1.24,1,1,20,0,685,2525,0.272,31,2,7,7,2,4,1
8,소형준,KT,3.30,26,10,7,1,0,0.588,147 1/3,155,6,29,3,123,60,54,1.25,0,0,18,0,617,2209,0.268,24,3,6,1,1,4,0
9,박영현,KT,3.39,67,5,6,35,1,0.455,69,68,9,34,2,77,31,26,1.48,0,0,0,7,305,1228,0.258,10,1,4,1,4,6,1
10,오원석,KT,3.67,25,11,8,0,0,0.579,132 1/3,130,10,52,4,113,60,54,1.38,0,0,12,0,565,2187,0.261,25,1,7,4,1,5,0
11,손동현,KT,3.84,58,5,0,1,13,1.000,58 2/3,66,6,12,3,55,30,25,1.33,0,0,0,2,257,938,0.278,16,1,4,1,3,4,0
12,전용주,KT,3.95,21,0,1,0,4,0.000,13 2/3,18,0,7,0,11,8,6,1.83,0,0,0,0,66,257,0.310,4,0,0,1,1,3,0
13,헤이수스,KT,3.96,32,9,9,0,1,0.500,163 2/3,173,17,44,8,165,85,72,1.33,0,0,15,0,712,2716,0.267,22,2,8,3,0,7,2
14,주권,KT,4.43,34,0,1,0,0,0.000,40 2/3,48,3,13,0,19,23,20,1.50,0,0,0,1,176,634,0.302,2,0,3,1,1,0,1
15,김민수,KT,4.96,58,4,3,0,11,0.571,52 2/3,63,5,15,1,36,31,29,1.48,0,0,0,1,230,817,0.303,11,2,2,4,1,5,0
16,임준형,KT,5.19,10,0,0,0,0,-,8 2/3,11,0,7,1,6,7,5,2.08,0,0,0,0,42,179,0.333,1,0,1,0,0,1,0
17,원상현,KT,5.21,52,0,3,0,14,0.000,57,56,8,35,1,45,35,33,1.60,0,0,0,0,259,1009,0.257,10,0,2,3,3,4,0
18,조이현,KT,5.40,3,1,2,0,0,0.333,11 2/3,17,2,0,1,3,7,7,1.46,0,0,0,0,50,173,0.347,2,1,0,0,0,0,0
18,쿠에바스,KT,5.40,18,3,10,0,0,0.231,98 1/3,104,13,46,5,60,69,59,1.53,0,0,7,0,445,1663,0.268,14,2,4,2,0,4,1
20,배제성,KT,5.67,8,2,3,0,0,0.400,27,38,2,11,0,23,17,17,1.81,0,0,0,0,127,514,0.330,5,1,1,0,1,1,0
21,이채호,KT,6.17,10,0,0,0,0,-,11 2/3,12,1,5,2,8,8,8,1.46,0,0,0,0,53,195,0.286,3,2,1,3,1,0,0
22,최동환,KT,8.68,20,1,1,0,0,0.500,18 2/3,27,4,12,1,9,19,18,2.09,0,0,0,0,91,326,0.351,5,1,0,1,2,0,0
23,김재원,KT,10.38,4,0,0,0,0,-,4 1/3,3,0,8,1,4,5,5,2.54,0,0,0,0,24,99,0.214,1,0,0,1,0,3,0
24,김동현,KT,13.50,3,0,0,0,0,-,3 1/3,7,2,3,0,4,5,5,3.00,0,0,0,0,19,66,0.438,0,0,0,0,0,3,0
25,한차현,KT,16.20,2,0,0,0,0,-,1 2/3,4,0,2,0,1,3,3,3.60,0,0,0,0,11,40,0.444,0,0,0,0,0,1,0
26,이정현,KT,16.62,6,0,0,0,0,-,4 1/3,9,0,4,1,3,8,8,3.00,0,0,0,0,27,100,0.429,3,0,0,1,0,0,0
27,강백호,KT,18.00,1,0,0,0,0,-,1,3,1,1,0,1,2,2,4.00,0,0,0,0,7,25,0.500,1,0,0,0,0,0,0
28,강건,KT,24.55,2,0,1,0,0,0.000,3 2/3,7,1,7,1,1,10,10,3.82,0,0,0,0,26,104,0.500,2,0,2,2,0,0,0
1,이종준,LG,0.00,2,0,0,0,0,-,1 2/3,0,0,1,0,2,0,0,0.60,0,0,0,0,6,33,0.000,0,0,0,0,0,0,0
2,김강률,LG,1.46,12,1,0,1,4,1.000,12 1/3,7,0,8,1,9,2,2,1.22,0,0,0,0,51,182,0.167,1,0,0,0,0,0,0
3,이우찬,LG,1.89,23,0,1,0,0,0.000,19,13,0,14,1,20,6,4,1.42,0,0,0,0,86,338,0.186,2,0,1,0,0,3,0
4,김영우,LG,2.40,66,3,2,1,7,0.600,60,49,2,30,3,56,17,16,1.32,0,0,0,3,255,957,0.228,13,0,5,2,2,5,0
5,유영찬,LG,2.63,39,2,2,21,1,0.500,41,31,2,23,3,52,14,12,1.32,0,0,0,1,177,672,0.208,7,0,1,1,3,3,0
6,톨허스트,LG,2.86,8,6,2,0,0,0.750,44,39,2,16,2,45,15,14,1.25,0,0,5,0,184,713,0.238,7,1,1,1,1,1,0
7,임찬규,LG,3.03,27,11,7,0,0,0.611,160 1/3,163,9,40,6,107,61,54,1.27,1,1,15,0,670,2490,0.265,38,3,5,4,1,1,0
8,치리노스,LG,3.31,30,13,6,0,0,0.684,177,173,5,36,9,137,71,65,1.18,0,0,17,0,737,2809,0.253,26,1,8,1,0,4,0
9,손주영,LG,3.41,30,11,6,0,0,0.647,153,153,8,49,4,132,67,58,1.32,0,0,14,0,644,2496,0.262,20,2,5,3,0,6,0
10,김진성,LG,3.44,78,6,4,1,33,0.600,70 2/3,61,7,24,0,63,28,27,1.20,0,0,0,7,291,1235,0.236,7,3,2,7,1,1,0
11,송승기,LG,3.50,28,11,6,0,0,0.647,144,149,15,49,1,125,61,56,1.38,0,0,10,0,629,2523,0.261,25,1,5,4,0,2,0
12,백승현,LG,3.90,33,1,0,0,2,1.000,30,28,2,28,1,27,13,13,1.87,0,0,0,0,146,583,0.246,3,1,2,1,1,3,0
13,에르난데스,LG,4.23,14,4,4,0,0,0.500,66,53,7,24,5,73,32,31,1.17,0,0,7,0,276,1142,0.219,14,0,0,5,0,3,0
14,장현식,LG,4.35,56,3,3,10,5,0.500,49 2/3,65,4,21,5,38,27,24,1.73,0,0,0,1,234,884,0.317,16,1,3,0,1,4,0
15,우강훈,LG,4.66,11,0,0,0,0,-,9 2/3,12,0,6,2,5,5,5,1.86,0,0,0,0,46,180,0.324,2,0,0,1,0,0,0
16,박명근,LG,4.89,44,3,4,4,10,0.429,38 2/3,36,5,16,5,30,21,21,1.34,0,0,0,1,168,638,0.250,5,1,2,1,2,0,1
17,이정용,LG,5.03,39,6,1,1,7,0.857,34,32,3,12,2,26,19,19,1.29,0,0,0,1,139,575,0.258,3,1,1,0,0,0,0
18,최지명,LG,5.28,13,0,1,0,2,0.000,29,35,3,14,1,21,17,17,1.69,0,0,0,0,132,507,0.302,6,2,0,1,0,2,0
19,이지강,LG,5.32,43,1,2,3,4,0.333,47 1/3,50,4,24,1,39,29,28,1.56,0,0,0,1,211,883,0.270,9,2,0,1,0,1,1
20,김종운,LG,5.40,2,0,0,0,0,-,1 2/3,2,2,0,0,2,3,1,1.20,0,0,0,0,7,31,0.286,0,0,0,0,0,0,0
21,배재준,LG,5.54,14,0,0,0,1,-,13,9,1,7,1,14,8,8,1.23,0,0,0,0,56,234,0.191,4,0,0,1,0,1,0
22,함덕주,LG,6.00,31,2,3,0,1,0.400,27,14,1,18,0,26,19,18,1.19,0,0,0,0,113,463,0.159,5,0,4,3,0,3,0
23,코엔 윈,LG,7.04,5,1,1,0,0,0.500,23,28,4,4,5,8,19,18,1.39,0,0,1,0,107,408,0.295,7,0,2,1,0,0,0
24,김진수,LG,9.00,4,0,0,0,0,-,5,11,2,1,0,6,5,5,2.40,0,0,0,0,27,104,0.423,3,0,0,0,0,0,0
24,성동현,LG,9.00,12,0,0,0,0,-,9,10,2,9,0,6,9,9,2.11,0,0,0,0,45,201,0.286,0,0,1,0,0,1,0
26,김유영,LG,12.46,6,0,0,0,0,-,4 1/3,8,0,4,1,5,6,6,2.77,0,0,0,0,26,108,0.400,3,0,1,0,0,0,0
27,박시원,LG,13.50,2,0,0,0,0,-,1 1/3,0,0,5,0,0,2,2,3.75,0,0,0,0,9,35,0.000,0,0,0,0,0,0,0
28,정우영,LG,20.25,4,0,0,0,0,-,2 2/3,1,1,4,1,3,6,6,1.88,0,0,0,0,13,56,0.125,0,0,0,0,0,0,0
29,김주온,LG,27.00,1,0,1,0,0,0.000,1/3,0,0,2,2,1,1,1,6.00,0,0,0,0,5,23,0.000,0,0,0,0,0,0,0
1,데이비슨,NC,0.00,1,0,0,0,0,-,1/3,0,0,0,0,0,0,0,0.00,0,0,0,0,1,2,0.000,0,0,0,0,0,0,0
2,구창모,NC,2.51,4,1,0,0,0,1.000,14 1/3,14,1,3,0,18,4,4,1.19,0,0,0,0,59,250,0.250,3,0,0,0,0,1,0
3,김영규,NC,2.86,45,4,3,0,21,0.571,44,40,3,18,3,35,17,14,1.32,0,0,0,1,189,762,0.253,4,0,5,5,4,6,0
4,류진욱,NC,3.27,62,4,3,29,0,0.571,66,50,6,28,6,57,27,24,1.18,0,0,0,1,275,1061,0.210,7,1,2,1,3,5,0
5,김진호,NC,3.36,76,4,3,6,20,0.571,72 1/3,53,5,45,9,70,30,27,1.35,0,0,0,5,316,1303,0.205,12,1,2,1,1,9,1
6,라일리,NC,3.45,30,17,7,0,0,0.708,172,136,18,56,3,216,76,66,1.12,0,0,16,0,709,2916,0.212,25,2,4,4,0,5,0
7,임지민,NC,3.86,7,0,1,0,1,0.000,4 2/3,1,0,5,0,7,2,2,1.29,0,0,0,1,20,84,0.071,0,0,0,1,0,0,0
8,전사민,NC,4.26,74,7,7,2,13,0.500,82 1/3,86,3,33,11,62,45,39,1.45,0,0,0,4,370,1341,0.273,12,2,8,3,4,7,0
9,손주환,NC,4.35,52,6,1,0,7,0.857,51 2/3,53,5,19,1,37,29,25,1.39,0,0,0,0,224,807,0.264,5,0,1,2,0,0,0
10,배재환,NC,4.48,70,2,4,2,24,0.333,60 1/3,48,3,37,11,51,36,30,1.41,0,0,0,3,271,1117,0.221,6,1,6,0,4,6,0
11,로건,NC,4.53,32,7,12,0,0,0.368,173,180,18,67,10,149,98,87,1.43,0,0,16,0,770,3037,0.263,30,2,3,5,3,6,0
12,신민혁,NC,4.77,28,6,3,0,0,0.667,132,148,23,26,6,84,76,70,1.32,1,0,5,0,568,2292,0.281,18,2,4,5,1,3,0
13,임정호,NC,4.82,31,1,1,0,4,0.500,18 2/3,18,3,9,4,15,13,10,1.45,0,0,0,2,88,336,0.254,3,1,3,1,1,1,0
14,김태훈,NC,5.21,18,0,0,0,0,-,19,17,4,16,1,9,15,11,1.74,0,0,0,0,94,356,0.224,2,0,1,0,0,5,0
15,소이현,NC,5.63,7,0,0,0,0,-,8,5,0,7,1,3,5,5,1.50,0,0,0,0,36,140,0.192,1,0,1,1,0,2,0
16,목지훈,NC,6.05,16,3,5,0,0,0.375,58,68,6,42,5,45,42,39,1.90,0,0,1,0,280,1115,0.298,8,3,2,3,1,9,2
17,김재열,NC,6.23,22,0,0,0,2,-,21 2/3,32,5,16,1,16,16,15,2.22,0,0,0,0,111,402,0.356,6,1,2,2,1,2,0
17,최성영,NC,6.23,35,2,2,0,4,0.500,47 2/3,62,6,28,3,33,33,33,1.89,0,0,0,0,228,921,0.330,13,2,4,5,1,2,1
19,김녹원,NC,6.56,21,3,4,0,1,0.429,70,75,10,47,3,37,53,51,1.74,0,0,0,0,327,1290,0.277,13,1,5,1,0,4,0
20,하준영,NC,6.75,10,1,1,0,1,0.500,5 1/3,10,0,7,0,5,4,4,3.19,0,0,0,0,33,126,0.385,4,0,0,0,1,0,0
21,조민석,NC,6.92,6,0,1,0,0,0.000,13,12,3,11,2,4,10,10,1.77,0,0,0,0,61,258,0.250,2,0,0,0,0,2,0
22,이준혁,NC,7.30,25,1,3,0,0,0.250,37,43,8,20,6,30,33,30,1.70,0,0,0,0,170,699,0.305,7,1,2,1,2,4,0
23,신영우,NC,7.53,8,1,3,0,0,0.250,14 1/3,8,2,16,3,19,13,12,1.67,0,0,0,0,68,307,0.174,2,0,1,2,0,4,0
24,김민규,NC,7.71,7,0,0,0,1,-,4 2/3,5,0,4,0,2,4,4,1.93,0,0,0,0,23,96,0.278,2,0,0,1,1,0,0
25,최우석,NC,8.16,12,0,0,0,0,-,14 1/3,23,1,9,0,15,16,13,2.23,0,0,0,0,75,282,0.359,5,0,1,1,0,5,0
26,도태훈,NC,9.00,1,0,0,0,0,-,1,3,1,0,0,1,1,1,3.00,0,0,0,0,6,16,0.500,0,0,0,0,0,0,0
27,이용찬,NC,10.57,12,1,2,0,1,0.333,15 1/3,23,1,12,4,14,18,18,2.28,0,0,0,1,83,334,0.348,4,0,0,1,1,2,0
28,김태경,NC,10.64,6,0,0,0,1,-,11,18,4,9,2,10,20,13,2.45,0,0,0,0,62,266,0.367,3,0,2,0,1,1,0
29,김태현,NC,12.00,5,0,0,0,1,-,3,5,2,3,2,2,4,4,2.67,0,0,0,0,17,69,0.417,1,0,0,0,0,1,0
30,임상현,NC,18.00,1,0,0,0,0,-,1,2,0,3,0,0,2,2,5.00,0,0,0,0,8,34,0.400,1,0,0,0,0,0,0
1,김성민,SSG,0.00,2,1,0,0,0,1.000,2/3,0,0,2,0,0,0,0,3.00,0,0,0,0,4,22,0.000,0,0,0,0,0,1,0
1,신지환,SSG,0.00,1,0,0,0,0,-,1,0,0,0,1,1,0,0,0.00,0,0,0,0,4,18,0.000,0,0,0,0,0,0,0
3,조병현,SSG,1.60,69,5,4,30,0,0.556,67 1/3,42,5,18,0,79,13,12,0.89,0,0,0,2,255,1088,0.179,7,0,1,1,2,1,0
4,이로운,SSG,1.99,75,6,5,1,33,0.545,77,56,7,26,0,66,19,17,1.06,0,0,0,1,305,1261,0.206,4,1,4,3,5,2,0
5,노경은,SSG,2.14,77,3,6,3,35,0.333,80,60,2,25,3,68,22,19,1.06,0,0,0,6,320,1177,0.215,10,0,9,4,5,3,0
6,앤더슨,SSG,2.25,30,12,7,0,0,0.632,171 2/3,121,13,51,9,245,53,43,1.00,0,0,17,0,694,2792,0.193,17,1,3,3,1,10,0
7,김택형,SSG,2.78,25,0,0,0,1,-,22 2/3,19,0,10,3,14,7,7,1.28,0,0,0,0,95,371,0.235,6,0,1,0,0,2,0
8,화이트,SSG,2.87,24,11,4,0,0,0.733,134 2/3,111,9,44,8,137,51,43,1.15,1,0,12,0,562,2165,0.221,17,2,4,3,1,6,0
9,김민,SSG,2.97,70,5,2,1,22,0.714,63 2/3,60,7,17,6,65,23,21,1.21,0,0,0,4,266,944,0.251,7,0,4,0,2,4,0
10,박기호,SSG,3.00,18,0,0,0,2,-,24,23,3,12,8,13,10,8,1.46,0,0,0,0,110,451,0.267,2,0,3,1,1,2,0
11,박시후,SSG,3.27,52,6,2,0,3,0.750,52 1/3,45,5,29,5,34,24,19,1.41,0,0,0,0,231,930,0.233,3,0,3,1,1,0,1
12,김건우,SSG,3.82,35,5,4,0,2,0.556,66,53,2,49,7,68,31,28,1.55,0,0,0,0,301,1241,0.220,14,0,2,2,1,4,0
13,최민준,SSG,3.97,40,2,2,0,1,0.500,65 2/3,72,6,24,3,44,34,29,1.46,0,0,0,0,287,1172,0.289,7,0,7,4,0,3,0
14,전영준,SSG,4.61,34,1,5,0,0,0.167,52 2/3,48,5,26,5,55,28,27,1.41,0,0,0,0,228,993,0.249,9,0,3,1,1,3,0
15,한두솔,SSG,4.95,44,2,0,1,3,1.000,36 1/3,46,1,19,1,27,22,20,1.79,0,0,0,1,169,649,0.317,5,0,2,2,1,1,0
16,김광현,SSG,5.00,28,10,10,0,0,0.500,144,164,13,50,4,138,86,80,1.49,0,0,9,0,636,2453,0.286,28,1,5,3,1,6,0
17,문승원,SSG,5.13,23,4,7,0,0,0.364,105 1/3,109,16,38,5,61,61,60,1.40,0,0,5,0,452,1783,0.273,23,3,6,4,0,4,0
18,송영진,SSG,5.83,21,2,5,0,0,0.286,63 1/3,77,10,31,3,40,45,41,1.71,0,0,1,0,288,1070,0.312,5,1,3,4,1,2,0
19,최현석,SSG,6.23,13,0,0,0,0,-,17 1/3,21,5,6,2,11,13,12,1.56,0,0,0,0,77,290,0.304,2,0,0,0,0,1,0
20,서진용,SSG,6.75,2,0,0,0,0,-,1 1/3,1,0,3,0,0,1,1,3.00,0,0,0,0,7,27,0.250,0,0,0,0,0,0,0
21,박종훈,SSG,7.11,5,0,2,0,0,0.000,19,15,4,18,5,10,17,15,1.74,0,0,1,0,90,370,0.231,1,0,1,1,0,0,0
22,정동윤,SSG,8.31,12,0,0,0,0,-,17 1/3,21,2,12,0,17,16,16,1.90,0,0,0,0,82,317,0.309,6,0,1,1,0,1,0
1,김한중,두산,0.00,2,0,0,0,0,-,2,1,0,0,0,0,1,0,0.50,0,0,0,0,8,25,0.125,1,0,0,0,0,0,0
2,이교훈,두산,1.17,10,1,0,0,0,1.000,7 2/3,4,0,4,1,7,2,1,1.04,0,0,0,0,29,125,0.174,1,0,1,0,0,2,0
3,잭로그,두산,2.81,30,10,8,0,1,0.556,176,146,8,39,17,156,66,55,1.05,0,0,17,0,722,2698,0.224,25,4,11,2,0,4,0
4,박신지,두산,2.85,54,2,4,0,5,0.333,60,55,3,29,5,36,24,19,1.40,0,0,0,1,264,1008,0.244,15,3,2,3,6,8,0
5,김택연,두산,3.53,64,4,5,24,0,0.444,66 1/3,47,6,31,5,79,31,26,1.18,0,0,0,9,281,1151,0.196,6,0,4,1,2,5,0
6,박치국,두산,3.75,73,4,4,2,16,0.500,62 1/3,58,4,21,7,57,35,26,1.27,0,0,0,4,271,1045,0.245,15,0,5,1,1,0,0
7,김정우,두산,3.86,18,0,0,1,1,-,21,26,1,9,3,13,12,9,1.67,0,0,0,0,103,396,0.302,4,0,3,2,0,1,0
8,이영하,두산,4.05,73,4,4,0,14,0.500,66 2/3,63,4,39,6,72,33,30,1.53,0,0,0,5,299,1136,0.254,10,0,5,1,2,7,0
9,박정수,두산,4.10,29,1,0,0,3,1.000,26 1/3,31,1,8,4,15,13,12,1.48,0,0,0,0,119,418,0.304,3,1,3,2,1,1,0
10,곽빈,두산,4.20,19,5,7,0,0,0.417,109 1/3,96,9,41,2,107,55,51,1.25,0,0,7,0,465,1804,0.232,23,3,2,6,0,5,0
11,양재훈,두산,4.24,19,0,0,1,0,-,23 1/3,19,3,8,0,19,11,11,1.16,0,0,0,0,93,380,0.226,4,0,0,1,0,0,0
12,최민석,두산,4.40,17,3,3,0,0,0.500,77 2/3,72,7,34,5,53,41,38,1.36,0,0,4,0,333,1342,0.248,15,1,3,1,1,5,1
13,최승용,두산,4.41,23,5,7,0,0,0.417,116 1/3,121,8,36,6,71,60,57,1.35,0,0,9,0,507,1958,0.265,20,4,5,3,0,4,0
14,콜어빈,두산,4.48,28,8,12,0,0,0.400,144 2/3,142,9,79,18,128,80,72,1.53,0,0,10,0,649,2593,0.268,26,3,14,8,1,6,0
15,홍민규,두산,4.59,20,2,1,1,0,0.667,33 1/3,37,4,15,1,17,19,17,1.56,0,0,0,0,151,571,0.280,6,0,0,3,0,4,0
16,김민규,두산,4.66,7,1,1,0,0,0.500,9 2/3,9,1,6,4,6,5,5,1.55,0,0,0,0,47,199,0.273,3,0,0,4,0,0,0
17,최원준,두산,4.71,47,4,7,0,9,0.364,107,105,18,38,4,62,59,56,1.34,0,0,5,2,456,1852,0.258,17,2,4,3,2,4,0
18,제환유,두산,4.96,6,0,1,0,0,0.000,16 1/3,17,2,12,1,8,10,9,1.78,0,0,0,0,78,304,0.270,1,0,1,1,1,0,0
19,김명신,두산,5.40,8,0,0,0,0,-,8 1/3,13,0,3,1,6,8,5,1.92,0,0,0,0,43,202,0.342,3,1,0,1,0,1,0
19,최종인,두산,5.40,3,0,0,0,0,-,1 2/3,1,0,3,0,5,1,1,2.40,0,0,0,0,9,46,0.167,0,0,0,0,0,2,0
21,홍건희,두산,6.19,20,2,1,0,0,0.667,16,18,2,15,0,15,13,11,2.06,0,0,0,0,83,341,0.273,1,0,2,0,1,0,0
22,이병헌,두산,6.23,22,0,0,0,4,-,13,11,1,10,0,9,9,9,1.62,0,0,0,0,56,216,0.244,1,0,0,1,2,0,0
23,최지강,두산,6.34,39,2,5,0,5,0.286,32 2/3,41,3,13,2,38,25,23,1.65,0,0,0,4,149,582,0.313,5,0,3,0,1,3,0
24,김호준,두산,6.75,19,0,1,0,1,0.000,10 2/3,14,2,7,0,7,11,8,1.97,0,0,0,1,54,218,0.298,3,0,0,0,1,1,0
24,윤태호,두산,6.75,10,0,1,0,1,0.000,17 1/3,16,2,5,0,16,14,13,1.21,0,0,0,0,73,287,0.246,6,0,2,1,0,2,0
26,고효준,두산,6.86,45,2,1,0,9,0.667,21,29,4,14,1,19,16,16,2.05,0,0,0,3,104,441,0.337,2,1,2,1,1,4,0
27,최준호,두산,8.44,9,1,2,0,0,0.333,16,18,4,9,2,11,15,15,1.69,0,0,0,0,74,305,0.290,5,0,0,1,0,2,0
28,김유성,두산,8.83,7,0,2,0,0,0.000,17 1/3,17,3,14,4,22,17,17,1.79,0,0,0,0,85,385,0.254,2,0,0,0,0,1,0
1,김원중,롯데,2.67,53,4,3,32,0,0.571,60 2/3,58,4,33,2,69,21,18,1.50,0,0,0,6,272,1117,0.250,11,2,4,1,6,7,1
2,심재민,롯데,3.00,4,1,0,0,0,1.000,3,5,0,1,0,2,2,1,2.00,0,0,0,0,15,48,0.357,1,0,0,0,0,1,0
